fin_year,month,state_code,state_name,district_code,district_name,approved_labour_budget,avg_wage_rate_per_day_per_person,avg_days_of_employment_per_household,differently_abled_persons_worked,material_and_skilled_wages,num_completed_works,num_gps_with_nil_exp,num_ongoing_works,persondays_of_central_liability_so_far,sc_persondays,sc_workers_against_active_workers,st_persondays,st_workers_against_active_workers,total_admin_expenditure,total_expenditure,total_households_worked,total_individuals_worked,total_active_job_cards,total_active_workers,total_hhs_completed_100_days,total_job_cards_issued,total_workers,total_works_takenup,wages,women_persondays,percent_category_b_works,percent_expenditure_agri_allied,percent_nrm_expenditure,percent_payments_within_15_days,remarks,payload
2024-2025,Apr,9,Uttar Pradesh,11,Bahraich,2018788,222.12,47,553,864.0,12263,406,19130,1673983,28601,2121,525,100,106.89,1061.01,79493,62728,149719,173765,533,42035,99010,11560,1507.65,188637,36.81,73.1,78.27,92.34,NA,{}
2024-2025,Apr,9,Uttar Pradesh,12,Ballia,2456331,242.62,33,163,1351.06,14068,242,11972,1213530,28866,2419,694,274,67.98,1624.86,7271,2406,108533,166440,172,139266,195833,3441,888.01,195361,69.78,2.93,55.19,90.37,NA,{}
2024-2025,Apr,9,Uttar Pradesh,13,Balrampur,2285668,200.86,50,498,814.64,13233,73,1048,73625,10464,4926,1726,179,391.5,2101.13,91780,19321,108285,57997,402,41930,64378,19593,1774.52,147624,74.92,82.66,76.71,92.53,NA,{}
2024-2025,Apr,9,Uttar Pradesh,14,Banda,606547,224.73,30,573,970.81,10180,168,11969,75312,49720,1572,1847,368,280.73,1889.95,93008,139520,67649,20210,275,39237,85460,6565,1427.33,81475,62.38,83.46,46.06,95.68,NA,{}
2024-2025,Apr,9,Uttar Pradesh,15,Barabanki,2165757,204.17,36,47,529.29,7402,438,14611,978633,46165,3437,1117,259,333.56,2452.48,74481,130932,59032,111935,681,67606,109695,15251,1219.11,161579,86.79,35.2,82.57,98.99,NA,{}
2024-2025,Apr,9,Uttar Pradesh,16,Bareilly,2287509,216.63,37,289,182.88,11671,175,19069,1406854,13267,4084,1291,190,138.5,774.39,3863,81799,127133,168480,114,12207,54463,16884,1925.27,1711,88.92,80.57,6.88,90.15,NA,{}
2024-2025,Apr,9,Uttar Pradesh,17,Basti,1545489,242.58,47,563,257.19,12752,150,18606,1962052,19972,1306,1767,292,67.16,2549.31,57605,113292,29515,23801,129,109904,32395,15661,1593.99,127346,43.03,93.08,48.28,93.33,NA,{}
2024-2025,Apr,9,Uttar Pradesh,18,Bhadohi,1716628,206.53,33,446,503.25,9047,194,17836,1186160,28336,2905,683,349,297.47,1346.89,18114,1845,33619,87797,481,174853,108379,7529,1308.82,53010,24.25,26.04,81.51,92.69,NA,{}
2024-2025,Apr,9,Uttar Pradesh,19,Bijnor,2011917,209.95,43,377,854.72,6160,447,13028,364013,35406,350,989,42,314.31,2050.68,80752,71981,88710,75354,955,16888,195220,14497,1179.89,185365,48.82,96.65,46.43,99.58,NA,{}
2024-2025,Apr,9,Uttar Pradesh,20,Budaun,1402128,205.8,41,314,283.28,5235,232,10050,330296,42806,1310,108,279,73.62,2176.81,52781,106267,115418,159405,484,116370,179337,10936,1733.23,139131,37.15,29.68,15.06,96.75,NA,{}
2024-2025,Apr,9,Uttar Pradesh,21,Bulandshahr,876549,245.21,32,89,825.29,9321,389,18833,1590334,3313,1931,1097,393,331.21,2345.86,51945,24791,81220,168290,796,102182,50481,18243,1952.14,19490,51.27,75.45,84.7,93.57,NA,{}
2024-2025,Apr,9,Uttar Pradesh,22,Chandauli,1409815,248.11,37,260,1571.0,2245,293,19789,1100522,9051,1905,1511,55,316.02,1983.89,57517,133745,121807,191452,100,10933,45293,10509,1632.35,134884,61.19,95.97,49.51,94.9,NA,{}
2024-2025,Apr,9,Uttar Pradesh,23,Chitrakoot,1687288,214.39,43,533,1891.67,5973,5,15900,493128,23626,2345,815,492,93.3,1455.1,94010,47131,140828,198269,409,183494,181957,3064,920.29,33667,55.14,50.93,6.8,99.01,NA,{}
2024-2025,Apr,9,Uttar Pradesh,24,Deoria,1101034,222.64,39,201,871.49,6581,103,13960,2118523,10700,994,1184,167,182.22,2760.15,67760,100888,66889,108880,454,37262,76530,16082,991.24,110037,36.25,8.29,34.36,96.51,NA,{}
2024-2025,Apr,9,Uttar Pradesh,25,Etah,1866002,224.98,46,585,733.73,1575,57,12664,879827,21307,3147,99,483,61.28,2814.9,3448,40082,58029,107616,747,54974,115268,16323,657.91,42509,52.26,56.12,61.29,92.54,NA,{}
2024-2025,Apr,9,Uttar Pradesh,26,Etawah,1794277,246.39,37,29,1267.64,8960,361,16408,198976,27579,1946,1631,498,164.21,2783.89,44986,23502,126952,185307,723,24942,156484,17509,1275.38,6522,38.93,12.79,72.8,91.22,NA,{}
2024-2025,Apr,9,Uttar Pradesh,27,Farrukhabad,2234703,201.61,34,14,173.68,8849,21,15046,1552014,6569,538,613,365,159.48,543.37,80023,26075,79452,160993,115,31415,66187,19495,903.89,68615,70.84,95.6,36.42,92.13,NA,{}
2024-2025,Apr,9,Uttar Pradesh,28,Fatehpur,1564146,201.69,32,511,1783.83,3663,129,10248,220846,47881,1538,45,154,203.19,908.64,74928,53338,110113,179522,25,22089,143623,11496,938.53,46193,37.89,21.15,64.71,99.87,NA,{}
2024-2025,Apr,9,Uttar Pradesh,29,Firozabad,1123747,224.68,47,593,1525.3,13445,192,5114,1181457,47859,4923,294,74,296.54,2981.29,70124,15804,51650,13326,302,83422,104827,7634,1383.49,21017,36.41,89.57,39.49,97.73,NA,{}
2024-2025,Apr,9,Uttar Pradesh,30,Gautam Buddha Nagar,1172269,241.54,49,427,1642.02,2452,231,19145,131558,6099,2493,1083,156,291.57,2655.75,41369,36921,22436,171705,924,89461,84969,7133,1005.57,190487,44.92,77.91,99.66,90.31,NA,{}
2024-2025,Apr,9,Uttar Pradesh,31,Ghaziabad,1607062,247.3,34,587,1988.39,3280,315,8880,1812448,22628,1603,698,416,100.83,1459.04,13216,43934,54496,96979,11,174556,79026,8585,591.91,143471,77.09,26.75,73.57,92.61,NA,{}
2024-2025,Apr,9,Uttar Pradesh,32,Ghazipur,1014972,207.38,32,370,439.43,8930,417,6140,1994500,42682,2251,1276,14,182.21,2874.83,9226,31396,132761,48891,901,176829,20804,17007,811.15,85223,28.47,43.66,42.94,98.31,NA,{}
2024-2025,Apr,9,Uttar Pradesh,33,Gonda,1051892,227.22,30,483,1797.14,9914,404,5822,1547664,22291,3001,449,56,65.71,2227.1,85309,45476,97528,168513,912,160911,194294,17466,1067.54,45755,12.08,36.87,39.57,96.25,NA,{}
2024-2025,Apr,9,Uttar Pradesh,34,Gorakhpur,1017376,236.94,47,24,297.1,3400,77,1065,125023,4002,3320,905,442,473.42,871.85,81642,147410,86771,138060,226,91670,15208,15768,664.72,7418,74.94,94.0,36.18,94.13,NA,{}
2024-2025,Apr,9,Uttar Pradesh,35,Hamirpur,1152935,209.65,46,66,1168.14,4527,130,2427,1006801,34912,981,1529,117,102.56,2175.44,49833,141028,119676,174079,462,142143,71731,2720,1360.74,152096,91.86,72.74,56.92,98.88,NA,{}
2024-2025,Apr,9,Uttar Pradesh,36,Hapur,450275,215.13,37,101,1769.76,14250,134,15411,1787748,28576,2786,169,171,362.6,1311.37,41239,44145,90842,96631,758,100555,187228,7730,860.92,89622,22.86,26.85,33.83,90.62,NA,{}
2024-2025,Apr,9,Uttar Pradesh,37,Hardoi,431822,223.09,46,186,1287.28,6338,475,1586,1838299,29498,4621,1506,235,283.89,2251.19,43391,98632,14886,133013,819,145832,30261,14566,765.47,66520,97.84,4.34,76.43,93.63,NA,{}
2024-2025,Apr,9,Uttar Pradesh,38,Hathras,1193343,227.89,36,355,1448.22,8248,48,15067,1876659,8983,864,1330,490,81.71,1750.03,89706,72390,34047,195426,905,162930,81224,15776,1875.08,185357,77.76,64.65,60.5,95.91,NA,{}
2024-2025,Apr,9,Uttar Pradesh,39,Jalaun,1126271,200.78,35,77,1843.41,11688,176,2898,1669021,40076,1181,202,356,475.07,1894.74,57077,49679,71539,126781,549,36409,160871,6474,572.38,129433,85.02,44.48,70.37,94.9,NA,{}
2024-2025,Apr,9,Uttar Pradesh,40,Jaunpur,2454299,207.07,45,22,610.79,9935,494,13508,111517,40192,3323,1985,402,381.41,2907.0,6046,3020,124597,85973,590,12222,142357,7475,1131.61,2992,46.39,43.21,69.17,96.4,NA,{}
2024-2025,Apr,9,Uttar Pradesh,41,Jhansi,2152712,205.99,42,77,305.68,8294,112,5345,2335287,49748,613,1826,52,349.25,2031.39,81513,56870,62746,68839,897,192654,48749,9604,1475.07,92135,99.67,80.77,27.1,97.18,NA,{}
2024-2025,Apr,9,Uttar Pradesh,42,Kannauj,1871302,235.51,42,427,1527.97,14206,116,9764,498858,5069,181,911,429,397.46,2363.34,64455,26932,126211,140703,809,74470,14851,2843,1296.0,67949,33.89,27.73,73.32,90.55,NA,{}
2024-2025,Apr,9,Uttar Pradesh,43,Kanpur Dehat,829947,233.31,42,434,1894.69,7043,254,10807,2034979,35436,4006,1818,114,375.33,1522.15,63417,133747,130857,113884,469,127415,21958,10931,1446.08,122185,24.72,92.08,66.64,98.01,NA,{}
2024-2025,Apr,9,Uttar Pradesh,44,Kanpur Nagar,1514222,226.45,39,189,1782.88,12653,102,15754,862055,45942,712,910,390,52.92,2404.49,82114,6669,24146,119155,318,18855,84662,13344,727.77,193812,1.42,13.64,83.03,94.16,NA,{}
2024-2025,Apr,9,Uttar Pradesh,45,Kasganj,722968,200.13,42,405,1792.96,4648,346,12829,1682311,16867,3480,96,406,215.76,2675.77,54185,88913,71344,196670,939,38880,96829,12833,1886.14,183702,39.31,80.43,29.84,94.26,NA,{}
2024-2025,Apr,9,Uttar Pradesh,46,Kaushambi,1206726,222.83,46,62,1068.53,10783,322,1861,1854695,34790,2896,987,412,455.55,2280.36,62503,77506,126612,21492,323,84517,101406,9314,1969.54,130398,8.06,34.17,92.51,98.89,NA,{}
2024-2025,Apr,9,Uttar Pradesh,47,Kushinagar,2105793,225.55,39,74,407.5,11529,190,3045,1120059,42453,762,1665,51,126.8,2505.35,39879,55892,143703,112234,672,135095,181347,7960,1883.59,162892,21.69,23.05,27.51,95.17,NA,{}
2024-2025,Apr,9,Uttar Pradesh,48,Lakhimpur Kheri,1721245,238.71,35,14,951.23,2958,98,7291,982372,3078,3282,278,350,224.09,1548.98,42032,57051,89444,44599,644,163292,27974,6315,1615.8,145314,61.27,8.23,5.89,93.88,NA,{}
2024-2025,Apr,9,Uttar Pradesh,49,Lalitpur,438791,238.62,32,353,1978.25,14681,464,7629,1071300,9692,3177,186,220,445.18,954.65,57288,66117,144689,189048,356,22361,18155,9984,1245.0,38805,89.56,14.71,87.03,99.12,NA,{}
2024-2025,Apr,9,Uttar Pradesh,50,Lucknow,894629,231.83,39,413,1193.71,6134,368,15546,317920,3527,752,272,48,486.19,2302.0,65916,139215,138189,184236,994,145960,22466,16075,1871.92,90812,79.59,52.06,40.65,93.26,NA,{}
2024-2025,Apr,9,Uttar Pradesh,51,Maharajganj,633745,221.87,42,70,1491.07,5423,359,3085,2383630,23277,2355,239,392,145.05,2732.48,85850,129412,14577,199926,347,144335,107791,9057,641.41,117276,48.03,27.08,55.83,91.42,NA,{}
2024-2025,Apr,9,Uttar Pradesh,52,Mahoba,1470796,240.39,33,533,817.93,10554,213,15621,1649060,10868,2558,909,177,492.53,1213.6,70849,140577,144472,188333,353,124544,34635,19107,1990.72,60616,39.97,32.11,56.29,95.18,NA,{}
2024-2025,Apr,9,Uttar Pradesh,53,Mainpuri,984886,209.09,38,371,346.93,10987,177,9027,1286713,11656,920,1302,375,455.5,1293.34,82476,17675,127342,42985,89,165500,175039,4802,692.05,41304,20.02,75.04,54.18,95.74,NA,{}
2024-2025,Apr,9,Uttar Pradesh,54,Mathura,567165,215.83,47,499,1327.7,5333,266,8691,1489422,20774,2807,952,295,80.6,2196.14,30077,25350,56462,119242,165,69877,198133,3971,1780.87,25256,92.77,8.68,63.31,91.99,NA,{}
2024-2025,Apr,9,Uttar Pradesh,55,Mau,602894,230.47,50,388,1261.99,9892,119,8470,1173085,8866,1122,1353,74,169.65,1033.96,53201,112210,128303,67607,978,29147,117227,3213,1439.74,125820,43.91,60.74,84.95,96.42,NA,{}
2024-2025,Apr,9,Uttar Pradesh,56,Meerut,1827155,235.93,40,358,54.03,10445,368,9734,203787,9867,3469,1166,183,94.92,1450.72,64347,147883,89784,20708,736,127841,80614,3844,576.9,145023,12.74,91.89,22.3,96.3,NA,{}
2024-2025,Apr,9,Uttar Pradesh,57,Mirzapur,1386805,225.62,32,286,142.34,11727,376,14759,1629981,9153,2648,362,265,375.64,1270.83,16965,132737,146168,19871,668,71075,146697,3861,1583.6,27494,72.18,62.32,64.68,93.25,NA,{}
2024-2025,Apr,9,Uttar Pradesh,58,Moradabad,2374555,231.42,38,253,1270.88,14465,261,16471,1484350,38130,247,1931,171,279.58,1617.02,18062,86900,84315,117991,773,50211,173451,19850,926.72,192499,80.15,89.17,79.77,91.55,NA,{}
2024-2025,Apr,9,Uttar Pradesh,59,Muzaffarnagar,1404606,208.98,39,368,1714.77,9604,137,19588,1095960,2822,4854,1999,98,389.18,2119.62,65901,63386,106486,41691,749,116631,135131,16081,1370.7,54204,92.13,39.91,12.31,92.39,NA,{}
2024-2025,Apr,9,Uttar Pradesh,60,Pilibhit,443643,216.09,43,363,1414.77,3055,143,10299,1981222,2213,3238,1125,182,472.79,2643.0,48141,53612,101449,160500,398,44619,117343,1955,665.15,82179,44.37,95.25,18.07,90.37,NA,{}
2024-2025,Apr,9,Uttar Pradesh,61,Pratapgarh,1557069,213.66,47,428,1563.1,8485,140,2225,998323,47439,4919,1084,314,427.13,2395.59,33489,70713,103307,154156,212,91926,71039,9945,1509.82,11540,19.71,6.18,3.48,99.61,NA,{}
2024-2025,Apr,9,Uttar Pradesh,62,Raebareli,1412607,226.69,49,333,1751.37,12830,193,14488,998345,17882,3478,1074,117,319.83,1628.08,48160,29220,67863,25948,159,128768,97297,7610,1553.8,9925,50.81,86.18,5.96,93.54,NA,{}
2024-2025,Apr,9,Uttar Pradesh,63,Rampur,2161356,229.45,30,351,344.61,13531,9,7317,1935690,34333,1846,102,354,449.65,749.91,99165,139085,137596,84731,167,73707,75496,18376,785.29,86209,83.0,24.42,91.83,99.47,NA,{}
2024-2025,Apr,9,Uttar Pradesh,64,Saharanpur,2333731,248.65,37,16,952.58,8974,216,4933,1509843,39283,1704,549,231,199.23,608.99,71806,17145,43989,119797,484,134299,161865,17733,832.77,158864,52.92,40.55,48.44,99.28,NA,{}
2024-2025,Apr,9,Uttar Pradesh,65,Sambhal,617951,246.6,42,404,1769.58,7800,95,15704,1094109,22874,1525,1864,244,206.88,2445.57,64935,55198,34232,46121,344,184821,95976,15584,1962.22,66268,21.6,20.22,52.58,94.66,NA,{}
2024-2025,Apr,9,Uttar Pradesh,66,Sant Kabir Nagar,1575102,243.2,34,595,1191.22,9054,479,11320,1340212,14265,196,299,8,290.44,1465.23,44911,23884,136478,66468,977,50451,115536,1234,955.02,33628,24.34,8.74,23.14,96.23,NA,{}
2024-2025,Apr,9,Uttar Pradesh,67,Shahjahanpur,1947108,234.64,49,200,1850.28,12331,155,8999,2156223,20225,2842,1449,414,120.97,2295.08,17796,3900,55869,182737,44,170039,171056,9252,1862.11,145305,45.13,15.57,63.3,94.65,NA,{}
2024-2025,Apr,9,Uttar Pradesh,68,Shamli,2161002,214.36,40,49,393.31,10251,168,9723,904624,11752,3115,601,88,422.08,1059.83,51441,63305,73952,188839,647,142548,176647,16006,1219.59,111059,24.09,96.98,53.83,99.18,NA,{}
2024-2025,Apr,9,Uttar Pradesh,69,Shravasti,1518934,218.0,33,205,1802.52,8398,350,16916,1761234,47103,621,891,455,453.77,1031.07,65933,93080,82601,178067,252,32877,83007,13645,777.16,87675,1.33,85.96,97.52,91.14,NA,{}
2024-2025,Apr,9,Uttar Pradesh,70,Siddharthnagar,860811,209.85,30,527,1157.53,7824,172,9726,1769090,35772,2703,955,315,57.31,1623.32,93644,129153,47957,34366,420,61841,75317,2954,858.72,58612,67.56,4.49,12.65,99.23,NA,{}
2024-2025,Apr,9,Uttar Pradesh,71,Sitapur,1785750,238.39,39,133,1987.65,1737,270,9522,1942700,36485,4516,2,436,112.99,2810.01,25115,15690,26673,98503,112,19337,151537,18379,894.3,98136,74.79,29.66,29.79,97.05,NA,{}
2024-2025,Apr,9,Uttar Pradesh,72,Sonbhadra,1380555,237.91,40,306,230.23,8183,189,8056,2375669,23835,1414,296,452,499.43,2568.4,82145,148470,134638,199140,618,123057,137977,5904,1620.48,38418,72.22,42.16,78.56,97.28,NA,{}
2024-2025,Apr,9,Uttar Pradesh,73,Sultanpur,706817,221.03,39,237,1284.45,12785,424,16970,1996290,11479,998,310,18,341.09,1202.36,76068,8521,124837,160795,276,10936,87039,4014,673.45,165768,55.42,32.36,6.43,99.79,NA,{}
2024-2025,Apr,9,Uttar Pradesh,74,Unnao,756827,232.42,40,454,1398.03,6811,35,14687,2169771,2496,677,652,435,255.06,2146.75,29062,140580,83895,87003,416,130151,93058,6440,1968.89,195914,71.72,57.71,64.7,94.69,NA,{}
2024-2025,Apr,9,Uttar Pradesh,75,Varanasi,2210686,220.93,34,215,466.4,2122,463,18208,110527,32302,4476,372,55,379.69,1664.38,6629,63512,60337,115842,312,151687,16415,7977,1743.58,180748,56.46,82.86,95.85,90.49,NA,{}
2024-2025,May,9,Uttar Pradesh,1,Agra,2186641,219.8,37,536,628.87,7395,445,4339,138373,40098,2991,423,338,494.61,1302.89,18177,95830,115752,164293,146,95596,77723,7757,1489.09,25907,45.84,46.67,32.1,99.07,NA,{}
2024-2025,May,9,Uttar Pradesh,2,Aligarh,2286529,222.73,46,578,1673.68,997,440,6868,245113,45812,3857,832,421,98.14,1809.37,53379,47945,126930,111935,982,178793,74382,6686,967.84,18107,48.57,34.83,62.65,95.74,NA,{}
2024-2025,May,9,Uttar Pradesh,3,Allahabad,1884135,213.51,45,293,1712.06,14227,384,16670,792786,30093,2753,1845,281,265.91,1257.55,40461,76471,71945,136949,330,129622,45542,1705,1484.7,1000,16.37,74.47,60.97,93.97,NA,{}
2024-2025,May,9,Uttar Pradesh,4,Ambedkar Nagar,1546129,228.55,33,99,410.63,13132,376,17976,1022700,42416,909,280,23,181.63,1168.4,2368,16580,29651,30647,503,159163,127694,13129,840.79,42728,17.88,39.68,16.2,96.86,NA,{}
2024-2025,May,9,Uttar Pradesh,5,Amethi,1078321,234.45,49,106,769.37,12142,164,15868,534708,47224,4911,1166,439,388.96,781.46,68152,103373,35501,183778,74,150287,124747,18745,1744.11,191479,50.27,45.42,8.89,94.25,NA,{}
2024-2025,May,9,Uttar Pradesh,6,Amroha,699665,233.41,41,12,1498.89,11708,290,6577,629535,38889,4981,541,417,414.33,884.3,16585,91220,136287,165837,510,172085,112610,512,565.12,135030,28.37,35.68,30.41,92.88,NA,{}
2024-2025,May,9,Uttar Pradesh,7,Auraiya,2059505,215.03,30,48,822.31,14147,228,12762,531711,28101,3128,952,208,323.37,2639.23,30827,46721,115080,60918,89,118646,99590,6379,680.74,74911,16.45,56.09,14.65,90.8,NA,{}
2024-2025,May,9,Uttar Pradesh,8,Ayodhya,2394884,220.33,40,587,840.15,10003,125,15180,2100892,15832,4151,186,103,281.37,2855.0,62143,81988,80666,136440,759,140673,115089,6961,1493.67,82858,37.0,72.99,23.01,93.17,NA,{}
2024-2025,May,9,Uttar Pradesh,9,Azamgarh,753573,204.17,49,481,1294.36,8473,76,5186,2199447,10095,387,1947,300,198.84,2715.94,17451,43963,57693,140787,123,42870,175849,1868,1305.95,39358,99.78,15.13,19.58,98.88,NA,{}
2024-2025,May,9,Uttar Pradesh,10,Baghpat,1989564,204.58,42,337,1388.84,8059,284,4195,70477,2732,4118,68,339,399.68,1199.47,93843,1574,99403,90295,195,44333,168719,6526,762.79,32821,36.03,10.73,88.36,97.02,NA,{}
2024-2025,May,9,Uttar Pradesh,11,Bahraich,2278999,231.68,45,320,1115.88,1971,140,10526,500287,37399,4585,1173,33,408.86,721.76,31091,112847,68529,11494,628,59966,160886,12688,710.28,76232,21.86,82.55,20.34,95.19,NA,{}
2024-2025,May,9,Uttar Pradesh,12,Ballia,1883350,221.45,41,315,194.6,1858,267,19863,1243219,12681,896,697,408,78.53,1254.58,51112,48315,126367,173060,332,184444,61606,11077,760.47,179336,11.05,74.28,77.53,90.06,NA,{}
2024-2025,May,9,Uttar Pradesh,13,Balrampur,2312933,249.18,30,417,1587.32,13745,223,9981,1760046,43551,1825,952,140,162.03,719.26,58637,67590,97969,135636,596,33310,197419,16166,1236.63,36847,31.64,92.01,78.98,94.76,NA,{}
2024-2025,May,9,Uttar Pradesh,14,Banda,2299479,211.32,33,393,1768.69,4259,126,7315,1142291,37172,1315,693,250,265.82,1697.8,51337,39216,84843,58927,659,120426,198450,4197,1309.89,148061,34.7,87.05,98.3,95.49,NA,{}
2024-2025,May,9,Uttar Pradesh,15,Barabanki,1540235,248.43,41,545,1431.84,8057,310,7416,947568,24926,4957,444,385,146.01,2812.43,59177,74902,15981,26307,181,75807,129062,2757,947.0,117048,96.98,30.17,28.61,98.06,NA,{}
2024-2025,May,9,Uttar Pradesh,16,Bareilly,2111475,228.4,34,431,243.18,13413,53,15656,1748522,19279,1019,175,125,243.74,2789.3,45023,27196,130142,73025,440,146220,137695,14739,717.17,188130,42.28,39.98,23.12,99.74,NA,{}
2024-2025,May,9,Uttar Pradesh,17,Basti,1862116,246.72,35,54,333.04,14268,107,16596,1486723,44925,3376,116,270,51.98,578.33,95837,106120,122484,80477,286,16661,18180,4646,1746.96,184504,53.56,51.12,28.35,92.95,NA,{}
2024-2025,May,9,Uttar Pradesh,18,Bhadohi,849376,247.65,39,500,1105.62,6697,465,9219,557783,28264,3830,1785,433,56.73,1440.13,91613,31157,94477,133021,801,179836,23714,16636,729.4,185316,91.36,11.32,32.5,90.78,NA,{}
2024-2025,May,9,Uttar Pradesh,19,Bijnor,2280001,214.96,35,478,1400.25,9467,136,12524,460193,6497,2271,1356,327,432.59,2490.94,20662,100431,91913,115886,962,57087,136390,8106,1877.7,154430,60.55,50.52,17.56,90.96,NA,{}
2024-2025,May,9,Uttar Pradesh,20,Budaun,548630,245.77,50,70,953.14,14008,141,10951,2010495,44727,4489,1625,108,424.57,1934.05,26698,91176,138080,119722,966,45587,147243,13590,1706.04,183380,60.93,89.01,59.66,94.85,NA,{}
2024-2025,May,9,Uttar Pradesh,21,Bulandshahr,1582389,243.76,39,88,1757.46,9696,120,16843,1907098,26483,4788,974,249,56.65,2857.62,90883,137630,24016,146103,2,68749,194039,17105,1903.68,48135,65.25,10.52,64.76,98.54,NA,{}
2024-2025,May,9,Uttar Pradesh,22,Chandauli,1621495,200.48,40,450,1136.55,2271,182,9973,176620,36766,2250,14,246,445.29,1967.91,41678,81217,119428,94488,332,184191,56493,6162,1784.32,93289,41.32,90.77,89.32,90.37,NA,{}
2024-2025,May,9,Uttar Pradesh,23,Chitrakoot,570917,208.23,42,171,1953.11,9827,225,8430,288505,45393,3772,1918,395,380.8,1438.48,70807,16471,15352,79579,504,155468,21827,3544,716.9,171392,4.16,73.59,36.52,98.67,NA,{}
2024-2025,May,9,Uttar Pradesh,24,Deoria,2381119,248.58,38,35,1479.18,994,174,19874,2201436,14375,3631,1662,100,286.6,1542.15,53254,143976,146916,97628,31,127696,141244,7720,859.21,163295,91.53,85.19,4.16,94.99,NA,{}
2024-2025,May,9,Uttar Pradesh,25,Etah,1158604,221.25,41,429,428.38,12441,297,8703,1716114,5086,3616,291,373,322.1,2398.9,3235,45817,17671,30140,499,34289,66800,3603,1388.9,141726,77.87,67.62,64.82,92.58,NA,{}
2024-2025,May,9,Uttar Pradesh,26,Etawah,1055864,241.13,35,402,1945.39,14632,322,19420,1219738,25692,1967,87,254,409.34,2135.67,34576,133631,30295,90851,823,14947,29279,15380,1630.4,162301,28.24,49.95,30.02,95.16,NA,{}
2024-2025,May,9,Uttar Pradesh,27,Farrukhabad,2126244,239.75,38,549,1219.59,12524,8,2110,192263,16265,3137,492,46,285.03,2580.04,24585,5300,47924,106699,327,92137,108890,19658,1795.27,65335,75.06,82.99,69.9,93.52,NA,{}
2024-2025,May,9,Uttar Pradesh,28,Fatehpur,2235459,207.91,40,192,1623.2,1385,238,6240,671606,16767,1497,1854,300,436.76,1672.57,86535,58552,56299,128370,233,18009,141437,3387,1634.97,168637,55.06,4.87,49.7,94.36,NA,{}
2024-2025,May,9,Uttar Pradesh,29,Firozabad,581006,225.55,49,360,1944.07,7607,411,2328,918752,30946,1070,744,129,456.66,741.81,19447,42861,46613,181805,405,34018,163857,2633,1663.98,74281,39.64,68.43,13.19,98.92,NA,{}
2024-2025,May,9,Uttar Pradesh,30,Gautam Buddha Nagar,1180574,204.42,42,386,734.66,4642,269,3437,1356004,38119,2456,544,1,295.07,1122.5,37863,67493,114727,198614,645,24900,32561,9390,679.29,157833,9.29,96.99,50.75,92.5,NA,{}
2024-2025,May,9,Uttar Pradesh,31,Ghaziabad,1185821,219.62,42,19,544.44,8345,434,13551,2492973,34399,3893,1277,338,487.87,1018.07,5855,5317,144074,34292,862,184538,33960,16968,673.6,165764,92.27,9.43,97.94,99.35,NA,{}
2024-2025,May,9,Uttar Pradesh,32,Ghazipur,2392991,211.14,50,365,259.73,10731,45,6474,1874902,38180,2648,1393,213,71.89,2063.15,61088,133464,89716,52865,754,133297,162748,13446,1657.26,103342,56.84,0.74,34.74,99.82,NA,{}
2024-2025,May,9,Uttar Pradesh,33,Gonda,2147189,207.63,31,352,1946.29,1964,124,17196,1084548,45732,2675,650,19,118.04,2344.32,61132,46758,12165,121475,978,118245,60768,17195,1127.24,131407,81.72,43.71,94.73,91.94,NA,{}
2024-2025,May,9,Uttar Pradesh,34,Gorakhpur,2074830,207.66,40,395,412.72,13303,374,4116,607320,19024,2881,971,33,141.32,722.18,69814,93359,104819,116831,544,166566,89699,12505,1567.35,176205,70.31,30.37,36.46,94.23,NA,{}
2024-2025,May,9,Uttar Pradesh,35,Hamirpur,993904,215.32,30,6,1679.31,13423,438,3327,437138,29821,176,816,123,416.56,1945.7,15358,125894,115151,83382,447,172696,134765,16999,802.02,8528,87.03,33.39,59.79,92.99,NA,{}
2024-2025,May,9,Uttar Pradesh,36,Hapur,1664423,226.92,32,536,1937.54,8691,83,13383,1497824,28889,3799,1312,355,375.45,2298.28,97301,63804,97913,63346,532,38584,120980,13989,1413.06,60642,46.48,57.47,90.7,97.83,NA,{}
2024-2025,May,9,Uttar Pradesh,37,Hardoi,1411187,204.43,36,480,884.04,1782,304,15730,639010,8340,3861,650,141,236.88,2299.22,6586,61867,54487,31183,918,192361,187120,11673,1765.73,156676,76.31,16.75,78.14,94.73,NA,{}
2024-2025,May,9,Uttar Pradesh,38,Hathras,776424,235.1,34,428,1679.08,11989,312,16313,277807,41762,4674,1033,291,129.94,915.23,8095,61736,69289,180194,132,51142,48108,17979,664.61,197918,36.04,28.23,57.93,90.22,NA,{}
2024-2025,May,9,Uttar Pradesh,39,Jalaun,2159412,216.73,38,52,1116.24,3983,289,2042,93916,35597,171,1581,251,410.43,1305.57,80366,16304,134609,26856,889,11404,184128,7279,514.41,147280,93.99,47.66,74.29,99.68,NA,{}
2024-2025,May,9,Uttar Pradesh,40,Jaunpur,423791,239.25,50,95,1597.3,10118,81,2797,1280370,5391,4155,515,226,129.76,520.18,73797,131704,130557,61504,479,99315,118470,17229,783.91,182687,22.54,74.11,99.39,97.47,NA,{}
